timestamp,rainfall
2024-06-01 16:30:05.423116+00:00,0.0
2024-06-01 16:45:05.220967+00:00,0.0
2024-06-01 17:00:04.513147+00:00,0.0
2024-06-01 17:15:04.672190+00:00,0.0
2024-06-01 17:30:04.691529+00:00,0.0
2024-06-01 17:45:04.727454+00:00,0.0
2024-06-01 18:00:05.015669+00:00,0.0
2024-06-01 18:15:04.320299+00:00,0.0
2024-06-01 18:30:05.070575+00:00,0.0
2024-06-01 18:45:05.512241+00:00,0.0
2024-06-01 19:00:04.927491+00:00,0.0
2024-06-01 19:15:04.757712+00:00,0.0
2024-06-01 19:30:04.875657+00:00,0.0
2024-06-01 19:45:04.682786+00:00,0.0
2024-06-01 20:00:04.700578+00:00,0.0
2024-06-01 20:15:04.194363+00:00,0.0
2024-06-01 20:30:04.792857+00:00,0.0
2024-06-01 20:45:04.233654+00:00,0.0
2024-06-01 21:00:05.016501+00:00,0.0
2024-06-01 21:15:04.315401+00:00,0.0
2024-06-01 21:30:04.786592+00:00,0.0
2024-06-01 21:45:04.348106+00:00,0.0
2024-06-01 22:00:04.582143+00:00,0.0
2024-06-01 22:15:04.207318+00:00,0.0
2024-06-01 22:30:04.380952+00:00,0.0
2024-06-01 22:45:04.618386+00:00,0.0
2024-06-01 23:00:04.191686+00:00,0.0
2024-06-01 23:15:04.774026+00:00,0.0
2024-06-01 23:30:04.166347+00:00,0.0
2024-06-01 23:45:04.762044+00:00,0.0
2024-06-02 00:00:04.620483+00:00,0.0
2024-06-02 00:15:04.698005+00:00,0.0
2024-06-02 00:30:04.130636+00:00,0.0
2024-06-02 00:45:04.773018+00:00,0.0
2024-06-02 01:00:05.018016+00:00,0.0
2024-06-02 01:15:04.185303+00:00,0.0
2024-06-02 01:30:04.208917+00:00,0.0
2024-06-02 01:45:04.677795+00:00,0.0
2024-06-02 02:00:05.318587+00:00,0.0
2024-06-02 02:15:04.319750+00:00,0.0
2024-06-02 02:30:04.771796+00:00,0.0
2024-06-02 02:45:09.262339+00:00,0.0
2024-06-02 03:00:04.555463+00:00,0.0
2024-06-02 03:15:04.247889+00:00,0.0
2024-06-02 03:30:04.765617+00:00,0.0
2024-06-02 03:45:04.155890+00:00,0.0
2024-06-02 04:00:04.873619+00:00,0.0
2024-06-02 04:15:04.834333+00:00,0.0
2024-06-02 04:30:04.890247+00:00,0.0
2024-06-02 04:45:04.498668+00:00,0.0
2024-06-02 05:00:04.548025+00:00,0.0
2024-06-02 05:15:04.764905+00:00,0.0
2024-06-02 05:30:04.196248+00:00,0.0
2024-06-02 05:45:04.761982+00:00,0.0
2024-06-02 06:00:05.035800+00:00,0.0
